Address,ProjectedValue,Latitude,Longitude
"Eldorado Estates, Little Elm, TX",460341.8858225396,33.1748002,-96.8950019
"Southeast Denton, Denton, TX",274131.537813429,33.2148412,-97.13306829999999
"College Park, San Antonio, TX",309931.39663719403,29.5869395,-98.5788903
"Village Park, McKinney, TX",534671.7504480559,33.1517255,-96.6870314
"Tanglewood Estates, Azle, TX",254443.68656716417,32.9136882,-97.5739126
"Walnut Creek, Azle, TX",254917.63157894736,32.9130025,-97.5477514
"Griffin Park, Frisco, TX",704375.4416636213,33.1718884,-96.8572129
"Overlook, Midlothian, TX",297041.3790514984,32.490541,-97.003422
"Millbrook, Midlothian, TX",329533.22526011145,32.5001429,-97.0089827
"Encino Park, San Antonio, TX",372580.0140864299,29.6279419,-98.44995589999999
"Hollow Hills, Fort Worth, TX",314195.2304820696,32.7468808,-97.17633219999999
"Maverick Creek, San Antonio, TX",274134.8623752569,29.5753983,-98.6291246
"Hillside Village, Allen, TX",309103.97052232496,33.0939421,-96.65062950000001
"Ryan Place, Fort Worth, TX",397603.62319160375,32.713561,-97.3395034
"Stone Crest, Katy, TX",335508.168,29.7375147,-95.8178876
"Tehama Ridge, Fort Worth, TX",377590.73922757705,32.908812,-97.3231741
"Villas San Agustin, Laredo, TX",256790.19731093396,27.5958511,-99.5214628
"Memorial Chase, Spring, TX",260545.07671932736,30.0799405,-95.41716009999999
"Medical Center Area, Houston, TX",484707.27055413736,30.0465935,-95.25446649999999
"South C.A.N.A., Beaumont, TX",208792.1016426884,30.1282063,-94.1148793
"Winfield, Laredo, TX",418052.5878359259,27.5878219,-99.44782149999999
"Creek Hollow, McKinney, TX",397959.7394667838,33.1983388,-96.6389342
"Longbranch, Midlothian, TX",368642.5054794105,32.4867249,-96.91006449999999
"Country Lake Estates, Spring, TX",382021.72031838464,30.0454993,-95.4778719
"Country Ridge, Wylie, TX",567614.5788371529,33.0062727,-96.53911529999999
"Hillside Terrace, Laredo, TX",245104.0885361215,27.5487281,-99.4881077
"The Shores, Rockwall, TX",492917.16099756415,32.9491204,-96.4740521
"Mission Sierra, Richmond, TX",326897.25400457665,29.5821811,-95.76078319999999
"Dignowity Hill, San Antonio, TX",274684.7640092398,29.4275405,-98.4702552
"Eagle Ridge, Round Rock, TX",391432.0723839404,30.5557518,-97.6704106
"Starwood, Frisco, TX",1104024.7982958124,33.1232187,-96.8391199
"Richland Park, Richardson, TX",452287.444885338,32.9290275,-96.7280745
"United, El Paso, TX",168032.4322918033,31.7618778,-106.4850217
"Seven Coves, Willis, TX",314298.5324232082,30.401899,-95.568454
"Kendall Lakes, Alvin, TX",314870.1296296296,29.4629935,-95.2463181
"Downtown, San Antonio, TX",538559.5197806314,29.4284183,-98.48699049999999
"The Dominion, San Antonio, TX",990525.646409886,29.6558703,-98.61881609999999
"Seminary Hill, Fort Worth, TX",176889.5031891359,32.6845371,-97.3498851
"Benders Landing, Spring, TX",999641.0341940472,30.115111,-95.380459
"Village in the Woods, San Antonio, TX",337948.35685084265,29.51615529999999,-98.65524579999999
"Los Jardines, San Antonio, TX",127605.08601102835,29.4208506,-98.5799682
"Shiloh Forest, Midlothian, TX",707274.7811720216,32.5183853,-96.9204333
"Grand Peninsula, Grand Prairie, TX",482920.67584066367,32.6034652,-97.0488524
"Greenslopes at Lake Creek, Round Rock, TX",304248.2571094572,30.5024678,-97.664306
"Hubbard Heights, Fort Worth, TX",165849.72149210397,32.6780767,-97.3397449
"Jefferson Heights, San Antonio, TX",145575.7195340381,29.4206968,-98.44995589999999
"Arapaho, Richardson, TX",435422.7793664312,32.9607279,-96.7059369
"Parkgate, Pasadena, TX",256386.54468085108,29.6433171,-95.17579409999999
"North Park Estates, North Richland Hills, TX",278918.32494407817,32.8859884,-97.245732
"Fleetwood, Odessa, TX",202805.53860057672,31.8912925,-102.3529739
"Pecan Valley Heights-Pecan Valley, San Antonio, TX",242208.11902691092,29.373397,-98.4064294
"East End, Galveston, TX",404561.9945652174,29.3079941,-94.78498809999999
"Blanco Gardens, San Marcos, TX",255600.0165424616,29.8762652,-97.92251700000001
"Avalon Villages, Sugar Land, TX",758299.6790123457,29.55857169999999,-95.6260811
"Eagle Ranch, Fort Worth, TX",393480.5931967183,32.866426,-97.43543129999999
"Sugar Creek, Sugar Land, TX",484449.88670462073,29.6123496,-95.5840465
"Candle Ridge West, Fort Worth, TX",299736.1659306648,32.6343829,-97.3962332
"Fieldstone, San Antonio, TX",286025.7446675435,29.5594014,-98.65387079999999
"Creekview Estates, San Antonio, TX",395048.7165053664,29.5488379,-98.6504333
"Lake Forest, Round Rock, TX",729462.8964063731,30.5036629,-97.6195551
"Crowley Park, Richardson, TX",490956.54353414784,32.9861792,-96.6748317
"Bellaire Heights, Killeen, TX",188934.61766947605,31.0983626,-97.7352937
"White Rock, Killeen, TX",332573.0844150192,31.0646989,-97.6949557
"Legend Hills-Crownridge of Texas, San Antonio, TX",474532.2195685592,29.6121555,-98.6167546
"Lone Star Ranch, Conroe, TX",181865.23255813957,30.2208551,-95.3221139
"Teleview Terrace, Fresno, TX",274509.8333333333,29.5166389,-95.4528826
"Historic McKinney, McKinney, TX",460371.7689118459,33.1983388,-96.6389342
"Country Briar, Pasadena, TX",264499.82352941175,29.6990065,-95.1679142
"Turtle Creek, Pasadena, TX",376057.7142857143,29.6545618,-95.1427929
"Vintage Meadows, Forney, TX",315575.5665648153,32.7128965,-96.3956327
"United Westwood, San Antonio, TX",159206.590032344,29.4239866,-98.62293939999999
"Mistletoe Hill, Burleson, TX",368267.8697415383,32.5682495,-97.34427120000001
"Willow Creek Ranch, Tomball, TX",1132059.3372093022,30.089695,-95.585828
"Boudreaux Estates, Tomball, TX",470533.32692307694,30.0554128,-95.6264919
"Round Rock West, Round Rock, TX",477145.5347918349,30.5005473,-97.69686999999999
"Mansfield National, Mansfield, TX",489128.6929968984,32.5631924,-97.1416768
"Kensington Park, Midlothian, TX",384728.97038257663,32.4883482,-96.9516145
"High Chaparral, Keller, TX",356111.64705882355,32.9341893,-97.229298
"West Brownsville, Brownsville, TX",135308.77883516008,25.9142572,-97.51533289999999
"Parkwood Place, Baytown, TX",372581.2,29.7761353,-94.930549
"Holly, Austin, TX",621424.405961287,30.2542012,-97.728284
"Roosevelt Park, San Antonio, TX",194496.58239674653,29.4007876,-98.4873361
"Slaton-Bean, Lubbock, TX",76888.99412923791,33.5686427,-101.8464072
"Oak Creek Estate, Greenville, TX",302936.5132965863,33.0706643,-96.0900135
"Cedar Creek, Greenville, TX",278084.3271634488,33.0852194,-96.0855127
"Pinewood Forest, Conroe, TX",262660.77903143695,30.172404,-95.499559
"Sunset Heights South, Fort Worth, TX",246388.23159572465,32.7217757,-97.3908283
"Hart Ranch Unit One, San Antonio, TX",383342.2251966622,29.5613696,-98.6030549
"Woodmark, Conroe, TX",273567.4418245854,30.3237422,-95.5384482
"Lake Forest Falls, Conroe, TX",287420.6603773585,30.3385418,-95.56355409999999
"Brightwater, Missouri City, TX",439160.13669064746,29.592001,-95.5689214
"Joshua Meadows, Joshua, TX",464465.56690589135,32.4488333,-97.3702761
"Cooper Valley, Joshua, TX",340881.8301951163,32.4488439,-97.37485400000001
"Foster Glen, Conroe, TX",235506.0800656772,30.2931122,-95.4428469
"Windsor Heights, Odessa, TX",216490.0068356624,31.8766017,-102.3657181
"Terranova, Spring, TX",335951.1305801097,30.0297685,-95.4961609
"Stonebriar, Forney, TX",293133.2853449816,32.7481845,-96.4719312
"Eastwood, Forney, TX",281444.9820024479,32.7481845,-96.4719312
"Valley Ridge Estates, Lewisville, TX",426590.0657976693,33.0480358,-96.9333023
"Park Ridge Estates, Lewisville, TX",461208.79877717706,33.0463292,-96.9941903
"Blackhorse Ranch, Cypress, TX",496458.936,29.9620505,-95.7049766
"South Creek, Round Rock, TX",351069.6150796949,30.506127,-97.6507421
"Waterstone Estates, McKinney, TX",967942.9460250782,33.2454027,-96.5251238
"Camelot Community, Garland, TX",359818.3152783296,32.9656007,-96.67183100000001
"Picket Place, Garland, TX",259681.68784074203,32.9526974,-96.6574644
"Covington West, Sugar Land, TX",285954.00993850327,29.6470971,-95.63330880000001
"Gannoway Lake Estates, Sugar Land, TX",456547.4003846554,29.6447918,-95.63659439999999
"South Poly, Fort Worth, TX",154799.4190833175,32.7334242,-97.2872434
"Harrisburg - Manchester, Houston, TX",143761.83596848694,29.7185281,-95.26015629999999
"City Center District, Dallas, TX",298062.6175168596,32.78507870000001,-96.79706639999999
"Waters, Lubbock, TX",231850.6682889269,33.5254531,-101.8791921
"Rolling Meadows, Royse City, TX",332020.5398007024,32.9913555,-96.3249192
"Stafford Estates, Flower Mound, TX",711189.8087587333,33.0145673,-97.0969552
"Highlands of McKamy, Royse City, TX",368045.8653741491,32.9695754,-96.3381178
"Sunview, White Settlement, TX",302670.0784350736,32.7445846,-97.4701528
"Caddo Park, Plano, TX",435997.5529419087,33.0356484,-96.74550350000001
"Lexington Woods, Spring, TX",248361.1196785009,30.0756888,-95.4004997
"San Jacinto, Galveston, TX",342246.7408536585,29.1438353,-95.0419875
"Country View Village-Alamo Farmsteads-Babcock Road, San Antonio, TX",329922.1203791907,29.5322837,-98.6049916
"Sunset Terrace, Cleburne, TX",206292.4287072102,32.337457,-97.3954618
"Westridge, Cleburne, TX",222556.60724864423,32.3415236,-97.4121274
"Lindale Park, Galveston, TX",262453.0595238095,29.3172676,-94.77336559999999
"Mallard Lakes, McKinney, TX",860559.0547935694,33.1913572,-96.6710087
"Camino Bandera, San Antonio, TX",374131.46526380064,29.536181,-98.6502473
"Pine Ridge, McKinney, TX",454469.5583107478,33.1695707,-96.6974357
"Stone Canyon, Round Rock, TX",558401.0478189342,30.5201569,-97.7280914
"Lawson Farms, Midlothian, TX",457066.1302249745,32.4522873,-96.9950837
"Upper Burton Creek, Bryan, TX",250482.536502498,30.640859,-96.3387262
"Loma Vista, San Antonio, TX",124273.900474726,29.4401586,-98.55753729999999
"Browning Park, Haltom City, TX",256859.8873239437,32.8478147,-97.244542
"Steubing Ranch, San Antonio, TX",330356.75531466265,29.5970819,-98.3923829
"Claytons Park, Atascocita, TX",313872.4128440367,29.9764538,-95.1949767
"Lakes of La Cima, Prosper, TX",827657.4061433447,33.228618,-96.7788461
"Brycewood, San Antonio, TX",279322.5578573367,29.4251905,-98.4945922
"Highland Oaks, Keller, TX",537981.7588235295,32.9051763,-97.2288815
"Chandler Creek, Round Rock, TX",374278.3260962322,30.5364091,-97.6466734
"Cedar Ridge, Waco, TX",233429.99286873708,31.591739,-97.18441399999999
"Carver Park, Galveston, TX",234768.6902173913,29.3847712,-94.9855554
"San Juan Gardens, San Antonio, TX",114800.74172323458,29.4046207,-98.5287817
"Rainsong, Texas City, TX",265398.7058823529,29.417283,-95.0341377
"Park Place South, Texas City, TX",272107.5740740741,33.6062217,-84.44298289999999
"Northern Point, Tomball, TX",260619.2697368421,30.0971621,-95.6160549
"Harbour Park, League City, TX",365318.9520295203,29.535356,-95.04623199999999
"Burke Meadows, Pasadena, TX",245300.53676470587,29.6421626,-95.186878
"Coronado Area, Lubbock, TX",215843.7616576437,33.5730458,-101.9148393
"Northeast, Colleyville, TX",868004.3543046358,32.8809603,-97.155012
"Clinton Park Tri-Community, Houston, TX",140039.24436554583,29.74371469999999,-95.255449
"Riverwalk, Porter, TX",567673.5733333334,30.1155078,-95.290838
"Royal Oaks, Laredo, TX",253808.81871906447,27.4954343,-99.4328929
"Fiesta, Laredo, TX",174331.38829426697,27.4977099,-99.4315043
"Town Center, Spring, TX",878836.028800482,30.0799405,-95.41716009999999
"Heatherwilde, Pflugerville, TX",360649.99168039096,30.4614467,-97.6317571
"Russell Creek, Plano, TX",560189.3401110625,33.0675843,-96.716622
"Creekside, Allen, TX",821983.7730533144,33.110778,-96.6369484
"Virginia Ridge, McKinney, TX",428499.64355379785,33.1979587,-96.6274312
"Oak Grove Estates, San Antonio, TX",203955.3260252484,29.5474263,-98.42664719999999
"Eastland, Fort Worth, TX",152533.8481578461,32.709226,-97.2693319
"Stable Gate, Cypress, TX",558888.1014492754,30.0015401,-95.6576266
"Colony Meadows, Sugar Land, TX",474046.4353322911,29.58382679999999,-95.6267381
"Oaks Of Alcorn, Sugar Land, TX",564807.5665696682,29.5781038,-95.62542400000001
"Mesa Ridge, Round Rock, TX",319322.53575719066,30.5224975,-97.664306
"Rancho North, Saginaw, TX",263415.1447802754,32.8484513,-97.3642168
"Woodlands of Plano, Plano, TX",542966.8217881265,33.0066711,-96.6244
"Fairfield of Plano, Plano, TX",534447.5893727901,33.0070252,-96.6177223
"Park View Manor, Pasadena, TX",227654.0675675676,29.6717003,-95.1888342
"Spring Ridge, Plano, TX",645395.0247760598,33.0885556,-96.7560906
"Loma Park, San Antonio, TX",147935.20366154495,29.4471662,-98.57622239999999
"Ridgestone No. 9, San Antonio, TX",251287.2618208553,29.4655472,-98.6589223
"Devonshire, Forney, TX",404756.25169207406,32.7760914,-96.4259016
"Brentwood Estates, Keller, TX",696395.1351351351,32.9167259,-97.22023019999999
"Southeast, Grand Prairie, TX",162516.3104920237,32.7459645,-96.99778459999999
"Boswell Meadows, Fort Worth, TX",305075.6971146208,32.8776423,-97.3951071
"Glen Forest, Keller, TX",839586.3103448276,32.9242059,-97.2433771
"Olde Oaks, Conroe, TX",250999.3432617472,30.3933759,-95.4691711
"Redland Ridge, San Antonio, TX",366640.6289197528,29.6132093,-98.4554414
"Willow Ridge, Prosper, TX",864531.006329114,33.2280339,-96.78955739999999
"Downtown, McAllen, TX",157325.29024643314,26.2034071,-98.23001239999999
"Northern Hills, San Antonio, TX",269385.2625578636,29.56608619999999,-98.40471629999999
"Saddle Brook Estates, Waxahachie, TX",357860.24254036933,32.3469599,-96.7831882
"Springvale, San Antonio, TX",161849.39040959103,29.3816957,-98.63827119999999
"Oaks, Garland, TX",291159.5303348309,32.8398759,-96.5823427
"Hymesa Estates, Killeen, TX",224512.7354881637,31.1171194,-97.72779589999999
"Oaks of Atascocita, Atascocita, TX",275692.29391891893,30.0065099,-95.18622599999999
"Highland Park, Texarkana, TX",127507.87862339804,33.4403043,-94.0473517
"Wiggins Village, Conroe, TX",201832.42253521128,30.3403778,-95.4667174
"Oak Point, Plano, TX",486654.9203548641,33.0506754,-96.6681553
"Hidden Forest, Garland, TX",520822.4913490403,32.912624,-96.63888329999999
"Castlewood Estates, Garland, TX",346991.6150120398,32.9176024,-96.5976152
"New World, Garland, TX",264863.79702911974,32.849589,-96.6244
"Woodridge Estates, Little Elm, TX",431403.2745888802,33.1821613,-96.9715342
"Evening Hollow, Killeen, TX",183909.72851358508,31.0026493,-97.6768434
"Treeline, Tomball, TX",528362.1551724138,30.02155279999999,-95.61585699999999
"Parkside, Wylie, TX",520485.1915409398,33.0165294,-96.5768647
"Carver-Kemp, Bryan, TX",154585.5845493125,30.6710566,-96.3976894
"Barton Creek, Austin, TX",2143470.249424144,30.27151569999999,-97.8639974
"Red Bud Park, Abilene, TX",167211.5017948067,32.4083729,-99.76300979999999
"Green Ranch, Laredo, TX",241692.6207352736,27.6518436,-99.53119389999999
"Lake Sharon Estates, Corinth, TX",589681.5650679284,33.1376592,-97.0898772
"Sunset Heights, El Paso, TX",215740.1857138985,31.764125,-106.4980162
"Bennett Estates, Pasadena, TX",193508.3037383177,29.690847,-95.1608016
"Nelmwood Estates, Mansfield, TX",419480.8136968662,32.5631924,-97.1416768
"Oak View Estates, Mansfield, TX",412297.4166944113,32.5530544,-97.0610239
"Tanglwood, Mansfield, TX",437595.5159305605,32.6051876,-97.1476071
"La Bota Ranch, Laredo, TX",268137.3463949021,27.6175655,-99.54370689999999
"Raintree, Lubbock, TX",240144.8671658102,33.5090268,-101.8920237
"Eastpoint, Baytown, TX",251091.74725274724,29.8094372,-94.98574959999999
"Downtown, Conroe, TX",163347.4309671097,30.3122991,-95.457644
"Chestnut, Austin, TX",590711.3399086898,30.2790657,-97.7131577
"Copperfield, Bryan, TX",311405.67264678824,30.6761083,-96.2946997
"Creek Valley, Garland, TX",401990.3392486299,32.9427506,-96.5999314
"Sky Harbour, Granbury, TX",292552.6801926099,32.4897035,-97.7746563
"Westridge Park, Midland, TX",338669.1217034084,31.9887702,-102.156125
"Forest Creek, Plano, TX",749186.5805331571,33.0686633,-96.76144409999999
"Deerfield, Plano, TX",794952.3542822542,33.0772288,-96.7842015
"Mountain Arroyos, El Paso, TX",284986.7910131795,31.7895923,-106.2884934
"Tara, San Antonio, TX",260892.19518358805,29.5091551,-98.4665206
"Santa Fe, Laredo, TX",166785.06352448522,27.4471405,-99.48532870000001
"Lake Ridge Estates, Sanger, TX",306268.9390437379,33.3610133,-97.1545591
"Sable Creek, Sanger, TX",337214.3143121376,33.3667835,-97.1630775
"Downtown, Sanger, TX",221098.81834861613,33.3631705,-97.1739027
"Fountain Park, Allen, TX",415945.2212494348,33.101991,-96.652706
"Meadowdale, Mesquite, TX",280412.808889423,32.8192368,-96.6010314
"Hide A Way, Lindale, TX",341471.2885189406,32.4910973,-95.452654
"Barrio Chihuahua, Del Rio, TX",106713.79935374291,29.3592401,-100.9072253
"Plantation Gap, McAllen, TX",210525.8197005716,26.2034071,-98.23001239999999
"Williamsburg, Katy, TX",290439.76777251187,29.8128368,-95.7645483
"Harbour Pointe, League City, TX",433015.6346153846,29.5386573,-95.0673086
"Kirkwood Hollow, Southlake, TX",1437876.852908125,32.9775067,-97.1557489
"Normandy Heights, Tyler, TX",264226.52909250587,32.360393,-95.2956049
"Burleson Meadows, Burleson, TX",307165.4736675126,32.5530397,-97.2519975
"Quail Creek, San Antonio, TX",278905.1946296678,29.5042605,-98.64459
"The Crossing at Quail Creek, San Antonio, TX",254040.66240882408,29.50680089999999,-98.64424629999999
"Lake Forest, Flower Mound, TX",478811.33536591736,33.0057254,-97.0618897
"Tall Timbers Estates, Tyler, TX",438904.66448067647,32.2423297,-95.3362162
"Pecan, Denton, TX",276787.9955415997,33.2160925,-97.1330821
"Ridge at Deerfield, San Antonio, TX",467155.6216282976,29.5948906,-98.5223505
"Sheldon, Houston, TX",174305.54427001797,29.8680014,-95.1282643
"Spring Creek Neighborhood Alliance, San Antonio, TX",267313.35136373324,29.5806845,-98.37868160000001
"Villages of Preston Glen, Plano, TX",542638.4940180713,33.0848928,-96.784871
"Lakewood, Cypress, TX",410191.8794326241,29.9775124,-95.6042834
"San Juan, El Paso, TX",124823.3318398011,31.7749128,-106.4143408
"Santa Fe Trails, Fort Worth, TX",330871.4841832426,32.7301392,-97.4651454
"Russel Creek, Plano, TX",664520.1567113742,33.0675843,-96.716622
"Towne North, Denton, TX",232432.8817468748,33.253369,-97.1259819
"Williamsburg Square, Denton, TX",292063.66732233745,33.2588821,-97.1187774
"Grassland Estates, Midland, TX",606099.769382581,32.0032002,-102.1661307
"Holford, Garland, TX",310764.1181134977,32.9390323,-96.67049440000001
"Lakes at Creekside, Tomball, TX",563175.7411764705,30.1297278,-95.5646742
"Stonepine, Tomball, TX",262839.8333333333,30.0561255,-95.5918121
"Willow Falls, Tomball, TX",288029.60447761195,30.0971621,-95.6160549
"Citizens on Alert, San Antonio, TX",199146.7146414989,29.4251905,-98.4945922
"Quail Run, Sanger, TX",283770.4714655867,33.3479522,-97.1716676
"Cambridge Farms, Fresno, TX",295558.176,29.5435255,-95.4887791
"Shiloh, Laredo, TX",248322.79035367665,27.5936693,-99.4732652
"Mark Twain, Richardson, TX",312568.1315828261,32.9481805,-96.7043756
"University Park, Laredo, TX",263675.50586519827,27.5953205,-99.4762976
"Greenville Hills, Greenville, TX",195766.24720279628,34.85261759999999,-82.3940104
"Wilshire Village, San Antonio, TX",217408.33991442504,29.4898535,-98.42664719999999
"Eagels Landing, Little Elm, TX",846450.0707345782,33.171505,-96.9987492
"Westhill, Cleburne, TX",292622.0581032894,32.3342305,-97.4054298
"Golden Acres, Pasadena, TX",203153.2824858757,29.66551,-95.16293460000001
"Lytle, Abilene, TX",352178.80426813936,32.4306471,-99.698663
"Pecan Grove, Garland, TX",284644.9063770501,32.9434969,-96.5997126
"Hidden Meadow, San Antonio, TX",211669.38389632312,29.5167897,-98.5482768
"Sylvan Heights West, Fort Worth, TX",212532.42572076523,32.7899228,-97.30575809999999
"Windsor Forest, Spring, TX",283154.5799689937,30.0799405,-95.41716009999999
"Heatherwood, McKinney, TX",518533.750728516,33.2422771,-96.6833315
"North Castle Hills, San Antonio, TX",490198.4558788567,29.5521238,-98.5219843
"Waterford Estates, Garland, TX",370995.91979322425,32.8531061,-96.5843448
"Wellington Run, Garland, TX",367781.5691143351,33.06219859999999,-96.7902269
"Saybrooke, Grapevine, TX",609518.477760057,32.9342919,-97.0780654
"Meadows of Chandler Creek, Round Rock, TX",349921.8378020692,30.5364091,-97.6466734
"Lake Crest Park, Azle, TX",272206.8159453752,32.9052167,-97.5408161
"Plantation, Laredo, TX",469400.38401050464,27.5822273,-99.4658784
"Springcreek Parkway, Plano, TX",457369.55356814346,33.0366456,-96.6683404
"Fossil Creek Trails, North Richland Hills, TX",416000.8430533421,32.8156006,-97.2539205
"Edison, San Antonio, TX",177498.8784000084,29.4734394,-98.5034561
"Mayfield Ranch Enclave, Round Rock, TX",498913.5311587161,30.55756149999999,-97.74846070000001
"Northgate, Midland, TX",271668.8118054827,32.0251644,-102.156125
"Eden, San Antonio, TX",308961.27384711284,29.570449,-98.42664719999999
"Poynter Crossing, Fort Worth, TX",288526.8661535547,32.609715,-97.3828791
"Shady Woods, Conroe, TX",238569.7904171683,30.325167,-95.42050259999999
"Cedar Woods, Conroe, TX",287832.2907150072,30.3269782,-95.424924
"Brookhaven Estates, Benbrook, TX",310174.8714057713,32.673188,-97.4605759
"Sonoma Ranch, San Antonio, TX",499469.8289570664,29.5900974,-98.65730839999999
"Farmers Market District, Dallas, TX",670999.3839389571,32.8024682,-96.83509989999999
"Denver Heights, San Antonio, TX",179598.78119815173,29.4067747,-98.46504189999999
"Quail Creek, Plano, TX",534865.7468362158,33.0649572,-96.73936359999999
"Brazos Country, Sealy, TX",579671.9418771891,29.7538441,-96.0505136
"Hidden Vistas, Burleson, TX",498444.0286725151,32.521048,-97.323121
"Hidden Creek Estates, Burleson, TX",356506.64409811195,32.5420821,-97.3208492
"Colonia Los Obispos, Laredo, TX",174905.36354098885,27.445749,-99.4631002
"Rhea Mills, Prosper, TX",626768.8666666667,33.2499117,-96.735839
"Marine Park, Fort Worth, TX",164158.05574581082,32.7798753,-97.3455793
"Shaddock Creek Estates, Frisco, TX",1047633.8992867456,33.1671038,-96.8552024
"West Meadows, Baytown, TX",245140.34523809524,29.740567,-95.0186782
"Boiling Ranch Estates, Azle, TX",757554.6052631579,32.835035,-97.5596569
"Deer Ridge Estates, Azle, TX",624624.4725274725,32.866445,-97.5937223
"Old Central, Galveston, TX",244306.33146067412,29.3013479,-94.7976958
"Winchester, Benbrook, TX",305800.6755514141,32.6642162,-97.4956544
"High Country, Carrollton, TX",412130.1218487764,33.0172537,-96.8820152
"Fox Run, Spring, TX",248041.07814234323,30.1141332,-95.39392029999999
"Mockingbird Hill, San Antonio, TX",198064.91071135752,29.5093583,-98.56042749999999
"Hunters Glen, Plano, TX",551548.6710537982,33.0696776,-96.7427087
"Seabourne Parke, Rosenberg, TX",273020.1964285714,29.5247023,-95.8075865
"Brookfield North, Grand Prairie, TX",347100.40210913675,32.7004897,-97.0168171
"Berkshire Park, Grand Prairie, TX",347763.180452113,32.6661602,-97.0458204
"Skyline Park, San Antonio, TX",145983.13229355114,29.4324495,-98.4122543
"Avignon Windhaven, Plano, TX",1092389.5534685466,33.0578636,-96.8183526
"Castlemere, Plano, TX",908503.71118447,33.051745,-96.81500369999999
"Foxwood Glen, Plano, TX",921078.289672106,33.0198431,-96.6988856
"Lakeside Estates, Grapevine, TX",678228.5486826412,32.895887,-97.110735
"South Meadows Crossing, Fort Worth, TX",258390.57624505967,32.6395755,-97.35570709999999
"Hidden Lakes Estates, Grapevine, TX",661265.3474580351,32.9654,-97.106755
"East Terrell Hills, San Antonio, TX",209085.315273069,29.4890228,-98.4071927
"Ember Oaks, North Richland Hills, TX",433978.0614500927,32.8920707,-97.2071292
"Renaissance Estates, Odessa, TX",336533.5279162598,31.896505,-102.291278
"Stone Gate, Odessa, TX",346132.77483269345,31.8952128,-102.2954198
"University Gardens, Odessa, TX",297088.0836395203,31.8799605,-102.3223499
"Fresno Gardens, Fresno, TX",246959.9491525424,29.5185121,-95.460089
"Douglass, Plano, TX",273231.87298546085,33.0155601,-96.7037124
"Champion Forest, Spring, TX",435279.9253643427,30.0080027,-95.5353116
"Westview, Texas City, TX",222585.4033613445,29.383845,-94.9027002
"Strawberry Hills, Pasadena, TX",198919.7922077922,29.6803666,-95.1888342
"Cypressdale, Spring, TX",237845.5869639401,30.0422387,-95.478609
"West Meadows, Cleburne, TX",280810.831944438,32.3476438,-97.38668369999999
"Meadowcrest, La Porte, TX",230776.1460674157,29.6659037,-95.0744834
"Cape Conroe, Montgomery, TX",276338.98141263943,30.3848742,-95.6476419
"Guinn Farms, Tyler, TX",334308.57064683014,32.2713605,-95.2664848
"Ballenger, Lubbock, TX",104509.27600479824,33.5570537,-101.8521082
"Promenade Harbor, Rockwall, TX",417116.952570522,32.9021112,-96.4738848
"Woodcrest, Conroe, TX",222393.77777777775,30.3081302,-95.4337005
"Hills and Dales, San Antonio, TX",425314.77405757824,29.5911751,-98.64080930000002
"Rayford Ridge, Spring, TX",315027.20320170553,30.1262872,-95.4370107
"Oaks of Devonshire, Spring, TX",329166.3426295685,30.0540105,-95.45484789999999
"Hidden Lakes, League City, TX",493925.5730337079,29.5038463,-95.03730279999999
"Spring Valley Estates, Killeen, TX",230254.81672128732,31.0573569,-97.7053183
"Wolf Creek, Laredo, TX",222501.39652119312,27.609851,-99.5238954
"Valentine Oaks, Hurst, TX",298210.3241758242,32.83048,-97.1727
"Williamsburg Village, Tyler, TX",339411.12031335966,32.2876994,-95.2645259
"South Lake Village, Cinco Ranch, TX",626464.0896551724,29.7401058,-95.7625135
"Forrestridge, Denton, TX",513669.0916781344,33.16821,-97.12951
"Windsor Estates, Friendswood, TX",516441.7704918033,29.4752422,-95.22446649999999
"Fieldstone, Richmond, TX",397637.8666666666,29.6697775,-95.740567
"Sanger Trails, Sanger, TX",335852.9899965923,33.3793507,-97.1589846
"Tanglebriar, Pasadena, TX",198813.6010638298,29.6950069,-95.1637752
"Dove Creek, Round Rock, TX",390488.1517968256,30.5056054,-97.67176719999999
"Northpark, Killeen, TX",170421.57933189216,31.1269044,-97.7295131
"Mainland Park, Texas City, TX",194613.1022727273,29.407269,-94.9109186
"Arcadia Park, Fort Worth, TX",354374.3096751285,32.8991704,-97.2991534
"Glen Meadows, Plano, TX",681061.573450427,33.0373041,-96.8357699
"West Fork, Conroe, TX",504743.82006166055,30.3289073,-95.5137883
"Bridgewood, Killeen, TX",248549.8178751777,31.0809113,-97.7988537
"Brushy Creek, Round Rock, TX",393216.37559865136,30.5147142,-97.6696691
"Woodland Hills, Dayton, TX",288097.10294117645,30.1120957,-94.8708337
"Riverside, San Antonio, TX",158619.6564185516,29.3753264,-98.4775281
"Country Place, Tyler, TX",502345.1396658036,32.2040595,-95.2984529
"Round Rock, Allen, TX",464153.6215595915,33.0950435,-96.6220225
"Inverness Estates, Tomball, TX",442801.1969111969,30.0803846,-95.5653785
"Pine Trace Village, Tomball, TX",297331.7461928934,30.1072429,-95.6299054
"Parkside, Fort Worth, TX",201452.44087466924,32.8757808,-97.2781014
"Crawford Farms, Fort Worth, TX",439849.5131453076,32.9238203,-97.301464
"Chandler Heights, Garland, TX",214168.16510973088,32.8986614,-96.6384252
"Sun Gate, San Antonio, TX",199047.05624487004,29.52774329999999,-98.40316519999999
